order_date,product,category,region,channel,customer_segment,quantity,unit_price,revenue,profit,rating,is_returned
2023-06-18,Google Pixel 8,Смартфоны,Москва,Мобильное приложение,Повторный,1,66461,66461,24402,3.4,0
2023-06-19,iPhone 15 Pro,Смартфоны,Москва,Мобильное приложение,VIP,2,102384,204768,72724,4.6,0
2023-06-19,iPhone 15 Pro,Смартфоны,Москва,Мобильное приложение,Новый,1,87185,87185,30527,5.0,0
2023-06-20,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Новый,2,125433,250866,95117,4.4,0
2023-06-20,Samsung Galaxy S24,Смартфоны,Екатеринбург,Сайт,Повторный,1,58829,58829,19992,3.7,0
2023-06-20,Кабель USB-C,Аксессуары,Казань,Розничный магазин,Повторный,7,531,3717,2491,4.2,0
2023-06-21,AirPods Pro 2,Наушники,Москва,Мобильное приложение,Новый,3,27658,82974,43763,3.0,0
2023-06-21,Xiaomi 14,Смартфоны,Краснодар,Мобильное приложение,Новый,3,50687,152061,57407,3.7,0
2023-06-22,Dell XPS 15,Ноутбуки,Казань,Маркетплейс,Новый,2,104728,209456,88852,3.6,0
2023-06-22,Samsung Galaxy S24,Смартфоны,Екатеринбург,Сайт,Повторный,10,61312,613120,240445,4.4,0
2023-06-22,Bose QC45,Наушники,Москва,Сайт,Новый,1,28768,28768,13182,3.8,0
2023-06-23,Samsung Galaxy S24,Смартфоны,Новосибирск,Сайт,Повторный,2,68079,136158,50363,4.6,0
2023-06-23,Xiaomi 14,Смартфоны,Казань,Сайт,Новый,4,50519,202076,74819,5.0,0
2023-06-24,Google Pixel 8,Смартфоны,Новосибирск,Мобильное приложение,Новый,3,63355,190065,71675,5.0,0
2023-06-24,Dell XPS 15,Ноутбуки,Казань,Маркетплейс,Повторный,4,101165,404660,164501,3.3,0
2023-06-24,Dell XPS 15,Ноутбуки,Краснодар,Маркетплейс,VIP,1,95751,95751,35410,4.6,0
2023-06-25,Samsung Tab S9,Планшеты,Новосибирск,Мобильное приложение,Новый,3,54508,163524,62847,4.2,0
2023-06-25,Samsung Buds2,Наушники,Казань,Мобильное приложение,Повторный,3,10282,30846,15155,4.1,1
2023-06-26,Samsung Buds2,Наушники,Санкт-Петербург,Сайт,Повторный,5,12469,62345,31322,4.1,0
2023-06-26,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Сайт,Повторный,1,69686,69686,24607,4.1,0
2023-06-26,Google Pixel 8,Смартфоны,Екатеринбург,Мобильное приложение,VIP,1,62316,62316,21525,4.0,0
2023-06-27,Sony WH-1000XM5,Наушники,Краснодар,Маркетплейс,VIP,3,27927,83781,43125,3.2,0
2023-06-27,Samsung Tab S9,Планшеты,Москва,Сайт,Повторный,1,61624,61624,26634,4.7,0
2023-06-28,MacBook Air M3,Ноутбуки,Москва,Розничный магазин,Новый,2,123840,247680,105195,2.7,0
2023-06-28,Xiaomi Pad 6,Планшеты,Москва,Сайт,Новый,1,34059,34059,14120,4.9,0
2023-06-28,Samsung Buds2,Наушники,Москва,Маркетплейс,Новый,4,14724,58896,27145,4.1,0
2023-06-29,Google Pixel 8,Смартфоны,Казань,Мобильное приложение,Новый,3,61793,185379,73630,3.8,0
2023-06-29,iPad Air 5,Планшеты,Москва,Сайт,Новый,2,61105,122210,53952,4.0,0
2023-06-30,Dell XPS 15,Ноутбуки,Новосибирск,Сайт,VIP,9,83238,749142,317798,3.7,0
2023-06-30,Xiaomi 14,Смартфоны,Екатеринбург,Маркетплейс,Новый,1,46474,46474,18388,4.5,0
2023-06-30,Кабель USB-C,Аксессуары,Казань,Маркетплейс,Повторный,6,507,3042,1994,4.2,0
2023-07-01,Dell XPS 15,Ноутбуки,Казань,Маркетплейс,Новый,4,87226,348904,149667,3.7,0
2023-07-01,Google Pixel 8,Смартфоны,Екатеринбург,Сайт,VIP,2,55727,111454,37832,5.0,0
2023-07-02,Samsung Galaxy S24,Смартфоны,Москва,Сайт,Повторный,4,82420,329680,117632,3.0,0
2023-07-02,Samsung Buds2,Наушники,Новосибирск,Розничный магазин,Новый,3,9811,29433,14703,4.9,0
2023-07-03,Sony WH-1000XM5,Наушники,Екатеринбург,Маркетплейс,Новый,3,27281,81843,41449,4.9,0
2023-07-03,Стекло защитное,Аксессуары,Казань,Мобильное приложение,Повторный,2,628,1256,783,4.4,0
2023-07-03,Samsung Tab S9,Планшеты,Краснодар,Сайт,VIP,8,52898,423184,193870,4.6,1
2023-07-04,Google Pixel 8,Смартфоны,Казань,Сайт,Новый,1,61938,61938,23443,3.7,0
2023-07-04,Кабель USB-C,Аксессуары,Санкт-Петербург,Маркетплейс,Новый,2,523,1046,584,4.5,0
2023-07-05,Кабель USB-C,Аксессуары,Санкт-Петербург,Маркетплейс,Новый,4,578,2312,1571,3.9,0
2023-07-05,Sony WH-1000XM5,Наушники,Москва,Мобильное приложение,Новый,2,28673,57346,26334,3.6,0
2023-07-05,Bose QC45,Наушники,Краснодар,Сайт,Повторный,1,23182,23182,11383,2.7,0
2023-07-06,MacBook Air M3,Ноутбуки,Москва,Маркетплейс,Повторный,3,126494,379482,152016,3.9,0
2023-07-06,Lenovo ThinkPad X1,Ноутбуки,Казань,Сайт,Повторный,10,110994,1109940,398059,3.9,0
2023-07-07,AirPods Pro 2,Наушники,Краснодар,Мобильное приложение,VIP,14,20767,290738,130087,2.8,0
2023-07-07,Google Pixel 8,Смартфоны,Екатеринбург,Сайт,Новый,5,59969,299845,100958,3.6,0
2023-07-07,Samsung Buds2,Наушники,Санкт-Петербург,Сайт,Новый,2,11961,23922,11340,4.5,0
2023-07-08,Lenovo ThinkPad X1,Ноутбуки,Екатеринбург,Маркетплейс,Новый,1,98413,98413,35471,3.9,0
2023-07-08,Кабель USB-C,Аксессуары,Москва,Мобильное приложение,Новый,2,609,1218,676,3.7,0
2023-07-09,Samsung Buds2,Наушники,Екатеринбург,Сайт,Новый,1,11293,11293,5959,4.7,0
2023-07-09,Lenovo ThinkPad X1,Ноутбуки,Краснодар,Сайт,Новый,2,99759,199518,87851,4.8,0
2023-07-09,iPhone 15 Pro,Смартфоны,Москва,Мобильное приложение,Повторный,11,93816,1031976,398307,2.9,0
2023-07-10,Bose QC45,Наушники,Казань,Сайт,VIP,4,22526,90104,40876,4.6,0
2023-07-10,ASUS ZenBook,Ноутбуки,Краснодар,Сайт,Новый,1,73569,73569,29316,3.5,0
2023-07-11,Google Pixel 8,Смартфоны,Санкт-Петербург,Мобильное приложение,Повторный,2,63004,126008,44642,5.0,0
2023-07-11,ASUS ZenBook,Ноутбуки,Санкт-Петербург,Маркетплейс,Новый,3,76237,228711,89934,3.7,0
2023-07-11,Xiaomi 14,Смартфоны,Москва,Мобильное приложение,Повторный,7,66442,465094,169945,3.3,0
2023-07-12,Google Pixel 8,Смартфоны,Казань,Сайт,Повторный,3,60874,182622,60236,4.5,0
2023-07-12,Xiaomi 14,Смартфоны,Санкт-Петербург,Сайт,Новый,1,64020,64020,22408,4.4,0
2023-07-13,iPhone 15 Pro,Смартфоны,Москва,Сайт,Повторный,8,83856,670848,229449,3.7,0
2023-07-13,Bose QC45,Наушники,Москва,Маркетплейс,VIP,2,26496,52992,27905,4.3,0
2023-07-13,iPad Air 5,Планшеты,Екатеринбург,Мобильное приложение,Новый,2,50555,101110,41988,3.7,0
2023-07-14,iPad Air 5,Планшеты,Москва,Мобильное приложение,Новый,3,58939,176817,81156,4.7,0
2023-07-14,iPad Air 5,Планшеты,Краснодар,Маркетплейс,VIP,10,46403,464030,207970,4.5,0
2023-07-15,Кабель USB-C,Аксессуары,Санкт-Петербург,Сайт,Новый,1,561,561,377,2.9,0
2023-07-15,Bose QC45,Наушники,Казань,Сайт,Новый,10,25792,257920,122145,3.6,0
2023-07-15,Dell XPS 15,Ноутбуки,Москва,Сайт,Повторный,3,112623,337869,126731,4.7,0
2023-07-16,Кабель USB-C,Аксессуары,Екатеринбург,Маркетплейс,Новый,3,473,1419,834,4.8,0
2023-07-16,iPhone 15 Pro,Смартфоны,Новосибирск,Сайт,Новый,4,78180,312720,106259,3.3,1
2023-07-17,Dell XPS 15,Ноутбуки,Москва,Розничный магазин,VIP,4,107352,429408,170024,3.6,0
2023-07-17,iPhone 15 Pro,Смартфоны,Москва,Мобильное приложение,VIP,1,100257,100257,36758,3.8,0
2023-07-18,Кабель USB-C,Аксессуары,Москва,Мобильное приложение,Новый,1,648,648,431,4.0,0
2023-07-18,Dell XPS 15,Ноутбуки,Москва,Сайт,Повторный,1,105695,105695,38908,4.6,0
2023-07-18,Мышь беспроводная,Аксессуары,Казань,Маркетплейс,VIP,4,2107,8428,5152,4.8,0
2023-07-19,MacBook Air M3,Ноутбуки,Москва,Маркетплейс,VIP,5,131847,659235,257508,5.0,0
2023-07-19,Samsung Tab S9,Планшеты,Санкт-Петербург,Сайт,Новый,6,58544,351264,137091,4.3,0
2023-07-20,ASUS ZenBook,Ноутбуки,Казань,Сайт,Повторный,4,80149,320596,119671,5.0,0
2023-07-20,Dell XPS 15,Ноутбуки,Санкт-Петербург,Мобильное приложение,Новый,8,109314,874512,336927,3.9,0
2023-07-20,AirPods Pro 2,Наушники,Санкт-Петербург,Сайт,VIP,1,23528,23528,12624,5.0,0
2023-07-21,Samsung Galaxy S24,Смартфоны,Екатеринбург,Сайт,Новый,2,67695,135390,44467,3.8,0
2023-07-21,AirPods Pro 2,Наушники,Казань,Сайт,Новый,1,21946,21946,10801,3.6,0
2023-07-22,Lenovo ThinkPad X1,Ноутбуки,Москва,Розничный магазин,Повторный,1,124282,124282,49664,3.7,0
2023-07-22,Samsung Buds2,Наушники,Екатеринбург,Сайт,Повторный,3,11426,34278,15166,3.7,1
2023-07-22,Samsung Galaxy S24,Смартфоны,Москва,Сайт,Повторный,19,74643,1418217,556847,,0
2023-07-23,Кабель USB-C,Аксессуары,Москва,Маркетплейс,Новый,4,633,2532,1404,,0
2023-07-23,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Повторный,2,141481,282962,105978,3.8,0
2023-07-24,iPad Air 5,Планшеты,Новосибирск,Мобильное приложение,Повторный,4,45439,181756,77987,3.8,0
2023-07-24,Стекло защитное,Аксессуары,Москва,Сайт,Повторный,2,824,1648,1063,4.4,0
2023-07-24,Sony WH-1000XM5,Наушники,Санкт-Петербург,Мобильное приложение,Новый,4,28648,114592,61482,4.9,0
2023-07-25,Bose QC45,Наушники,Санкт-Петербург,Маркетплейс,Новый,1,23667,23667,10844,4.2,0
2023-07-25,Xiaomi 14,Смартфоны,Санкт-Петербург,Мобильное приложение,Новый,2,54087,108174,36063,4.0,0
2023-07-26,iPad Air 5,Планшеты,Москва,Сайт,VIP,3,56494,169482,65181,4.1,0
2023-07-26,Мышь беспроводная,Аксессуары,Москва,Маркетплейс,Повторный,1,2378,2378,1387,4.7,0
2023-07-26,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Мобильное приложение,Повторный,1,101524,101524,42046,4.3,0
2023-07-27,iPhone 15 Pro,Смартфоны,Екатеринбург,Мобильное приложение,Новый,6,82478,494868,163943,5.0,0
2023-07-27,Зарядка 65W,Аксессуары,Москва,Мобильное приложение,Новый,1,2138,2138,1242,4.2,0
2023-07-28,iPad Air 5,Планшеты,Санкт-Петербург,Сайт,Новый,1,57495,57495,24952,,0
2023-07-28,Sony WH-1000XM5,Наушники,Москва,Мобильное приложение,Новый,1,33778,33778,17792,4.7,0
2023-07-28,MacBook Air M3,Ноутбуки,Санкт-Петербург,Сайт,Новый,6,135947,815682,314587,3.4,0
2023-07-29,Sony WH-1000XM5,Наушники,Казань,Мобильное приложение,Повторный,3,24876,74628,34178,2.8,0
2023-07-29,Sony WH-1000XM5,Наушники,Москва,Маркетплейс,Новый,9,31630,284670,141559,4.7,0
2023-07-30,Xiaomi Pad 6,Планшеты,Новосибирск,Сайт,Повторный,1,27751,27751,11183,3.2,0
2023-07-30,Xiaomi 14,Смартфоны,Санкт-Петербург,Маркетплейс,Новый,1,54334,54334,18556,3.5,1
2023-07-31,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Повторный,2,122990,245980,105849,3.1,0
2023-07-31,Dell XPS 15,Ноутбуки,Москва,Маркетплейс,VIP,1,123189,123189,47193,4.6,0
2023-07-31,Lenovo ThinkPad X1,Ноутбуки,Москва,Розничный магазин,Новый,1,111941,111941,46580,3.4,0
2023-08-01,Xiaomi 14,Смартфоны,Москва,Мобильное приложение,Новый,1,63520,63520,23717,4.4,0
2023-08-01,Xiaomi 14,Смартфоны,Казань,Маркетплейс,Повторный,7,51353,359471,130637,3.3,0
2023-08-02,Samsung Galaxy S24,Смартфоны,Москва,Мобильное приложение,Повторный,4,79180,316720,124432,3.0,0
2023-08-02,Sony WH-1000XM5,Наушники,Екатеринбург,Мобильное приложение,Новый,2,26113,52226,23124,3.7,1
2023-08-02,Lenovo ThinkPad X1,Ноутбуки,Екатеринбург,Сайт,VIP,3,96232,288696,121567,4.8,0
2023-08-03,Lenovo ThinkPad X1,Ноутбуки,Москва,Розничный магазин,Новый,4,132401,529604,232676,4.8,0
2023-08-03,Sony WH-1000XM5,Наушники,Москва,Маркетплейс,Новый,3,31345,94035,47457,4.6,0
2023-08-04,Google Pixel 8,Смартфоны,Москва,Розничный магазин,Повторный,8,74229,593832,204275,4.2,0
2023-08-04,Dell XPS 15,Ноутбуки,Санкт-Петербург,Мобильное приложение,VIP,14,100994,1413916,522525,2.9,0
2023-08-04,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Сайт,VIP,3,71630,214890,76208,3.5,0
2023-08-05,Lenovo ThinkPad X1,Ноутбуки,Казань,Сайт,Новый,2,115117,230234,95525,4.3,0
2023-08-05,Зарядка 65W,Аксессуары,Москва,Сайт,Повторный,1,2193,2193,1258,4.4,0
2023-08-06,Samsung Tab S9,Планшеты,Москва,Мобильное приложение,Повторный,2,73130,146260,68138,4.8,0
2023-08-06,Samsung Galaxy S24,Смартфоны,Екатеринбург,Сайт,Новый,4,64812,259248,84561,3.2,0
2023-08-06,Кабель USB-C,Аксессуары,Краснодар,Сайт,Новый,1,496,496,330,4.2,1
2023-08-07,Google Pixel 8,Смартфоны,Казань,Мобильное приложение,Повторный,7,58889,412223,143523,3.6,0
2023-08-07,MacBook Air M3,Ноутбуки,Краснодар,Сайт,Повторный,7,106276,743932,279164,5.0,1
2023-08-08,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Сайт,VIP,3,126882,380646,149163,4.4,0
2023-08-08,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Сайт,Новый,3,104778,314334,134322,4.5,0
2023-08-08,iPhone 15 Pro,Смартфоны,Москва,Мобильное приложение,Повторный,3,96080,288240,93171,3.6,1
2023-08-09,Чехол iPhone,Аксессуары,Москва,Мобильное приложение,VIP,6,1039,6234,3996,4.9,0
2023-08-09,Чехол iPhone,Аксессуары,Санкт-Петербург,Сайт,Повторный,3,970,2910,1672,3.8,0
2023-08-10,Google Pixel 8,Смартфоны,Москва,Сайт,VIP,1,66252,66252,23671,3.3,0
2023-08-10,Зарядка 65W,Аксессуары,Санкт-Петербург,Мобильное приложение,Новый,7,1854,12978,7343,3.6,0
2023-08-10,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Мобильное приложение,Новый,1,65666,65666,22387,4.0,0
2023-08-11,Dell XPS 15,Ноутбуки,Новосибирск,Мобильное приложение,Новый,5,84838,424190,171561,4.1,0
2023-08-11,Dell XPS 15,Ноутбуки,Москва,Мобильное приложение,Повторный,2,114053,228106,83406,4.5,0
2023-08-12,Samsung Galaxy S24,Смартфоны,Казань,Маркетплейс,VIP,2,66802,133604,47486,4.4,0
2023-08-12,Sony WH-1000XM5,Наушники,Москва,Розничный магазин,Новый,7,28244,197708,105272,4.3,0
2023-08-12,Стекло защитное,Аксессуары,Казань,Маркетплейс,Новый,8,725,5800,3747,3.7,0
2023-08-13,Мышь беспроводная,Аксессуары,Москва,Розничный магазин,Новый,10,2422,24220,15853,3.7,0
2023-08-13,Bose QC45,Наушники,Санкт-Петербург,Маркетплейс,Повторный,2,27611,55222,30101,5.0,0
2023-08-14,Samsung Galaxy S24,Смартфоны,Екатеринбург,Мобильное приложение,Повторный,3,62006,186018,69021,5.0,0
2023-08-14,Samsung Galaxy S24,Смартфоны,Москва,Сайт,Повторный,3,75209,225627,73563,4.4,0
2023-08-15,Dell XPS 15,Ноутбуки,Москва,Маркетплейс,VIP,2,103392,206784,76364,3.9,0
2023-08-15,MacBook Air M3,Ноутбуки,Казань,Маркетплейс,Новый,1,105783,105783,44656,4.6,0
2023-08-15,Samsung Tab S9,Планшеты,Москва,Сайт,Новый,6,72225,433350,177383,4.8,0
2023-08-16,iPad Air 5,Планшеты,Москва,Розничный магазин,Повторный,4,58710,234840,108940,4.7,0
2023-08-16,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Маркетплейс,Повторный,4,106769,427076,184759,4.1,0
2023-08-17,Dell XPS 15,Ноутбуки,Казань,Сайт,Новый,2,105566,211132,85967,4.4,0
2023-08-17,Google Pixel 8,Смартфоны,Новосибирск,Сайт,Повторный,1,55290,55290,21150,3.5,0
2023-08-17,Samsung Tab S9,Планшеты,Москва,Мобильное приложение,VIP,3,68097,204291,96129,3.0,0
2023-08-18,MacBook Air M3,Ноутбуки,Москва,Сайт,Повторный,2,122184,244368,91369,4.3,0
2023-08-18,Sony WH-1000XM5,Наушники,Санкт-Петербург,Сайт,Новый,4,31004,124016,64806,3.6,0
2023-08-19,Bose QC45,Наушники,Санкт-Петербург,Сайт,VIP,18,24386,438948,211581,5.0,0
2023-08-19,Google Pixel 8,Смартфоны,Новосибирск,Розничный магазин,Повторный,7,63594,445158,155874,5.0,0
2023-08-19,ASUS ZenBook,Ноутбуки,Новосибирск,Сайт,Повторный,4,66928,267712,99071,4.2,0
2023-08-20,iPad Air 5,Планшеты,Краснодар,Сайт,Повторный,2,47546,95092,40186,4.2,0
2023-08-20,Xiaomi Pad 6,Планшеты,Москва,Розничный магазин,Повторный,4,33884,135536,54183,5.0,0
2023-08-21,iPhone 15 Pro,Смартфоны,Новосибирск,Сайт,Повторный,3,79782,239346,86738,3.0,0
2023-08-21,iPhone 15 Pro,Смартфоны,Краснодар,Сайт,Повторный,2,74220,148440,53033,4.8,0
2023-08-21,iPhone 15 Pro,Смартфоны,Санкт-Петербург,Мобильное приложение,VIP,3,94688,284064,94843,4.3,0
2023-08-22,MacBook Air M3,Ноутбуки,Новосибирск,Сайт,Новый,3,116644,349932,153271,4.7,1
2023-08-22,Google Pixel 8,Смартфоны,Санкт-Петербург,Сайт,Повторный,8,73131,585048,196462,4.0,0
2023-08-23,AirPods Pro 2,Наушники,Москва,Мобильное приложение,Повторный,7,24970,174790,95091,4.0,0
2023-08-23,Xiaomi 14,Смартфоны,Санкт-Петербург,Сайт,Новый,4,60333,241332,94736,4.5,0
2023-08-23,Кабель USB-C,Аксессуары,Казань,Сайт,Повторный,5,517,2585,1710,4.2,0
2023-08-24,Sony WH-1000XM5,Наушники,Москва,Розничный магазин,Повторный,8,31650,253200,126414,4.8,0
2023-08-24,Sony WH-1000XM5,Наушники,Новосибирск,Мобильное приложение,Новый,6,22914,137484,63285,4.1,0
2023-08-25,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Сайт,VIP,1,97696,97696,36311,3.5,0
2023-08-25,Sony WH-1000XM5,Наушники,Москва,Сайт,VIP,4,28854,115416,57030,3.4,0
2023-08-25,iPhone 15 Pro,Смартфоны,Новосибирск,Маркетплейс,Повторный,3,78308,234924,81671,3.7,0
2023-08-26,Мышь беспроводная,Аксессуары,Екатеринбург,Сайт,Повторный,5,2177,10885,7133,4.5,1
2023-08-26,AirPods Pro 2,Наушники,Краснодар,Мобильное приложение,Повторный,4,22154,88616,39788,4.0,0
2023-08-27,Lenovo ThinkPad X1,Ноутбуки,Екатеринбург,Сайт,Повторный,5,101137,505685,182531,3.6,0
2023-08-27,Sony WH-1000XM5,Наушники,Москва,Мобильное приложение,Повторный,2,31695,63390,30938,3.8,0
2023-08-28,Bose QC45,Наушники,Москва,Мобильное приложение,Повторный,2,29436,58872,27880,4.6,0
2023-08-28,MacBook Air M3,Ноутбуки,Москва,Маркетплейс,Новый,2,140228,280456,113379,4.3,0
2023-08-28,iPad Air 5,Планшеты,Санкт-Петербург,Мобильное приложение,Новый,2,54309,108618,45794,4.0,0
2023-08-29,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Сайт,Новый,6,126237,757422,278878,3.4,0
2023-08-29,Xiaomi 14,Смартфоны,Екатеринбург,Сайт,Новый,3,53302,159906,62488,4.4,0
2023-08-30,Bose QC45,Наушники,Санкт-Петербург,Мобильное приложение,Повторный,5,28352,141760,71180,4.2,0
2023-08-30,Мышь беспроводная,Аксессуары,Санкт-Петербург,Сайт,Повторный,2,2381,4762,2674,3.8,0
2023-08-30,Зарядка 65W,Аксессуары,Москва,Мобильное приложение,VIP,4,2162,8648,4917,4.5,0
2023-08-31,Xiaomi 14,Смартфоны,Казань,Сайт,Новый,3,55079,165237,58577,4.0,0
2023-08-31,Xiaomi 14,Смартфоны,Казань,Мобильное приложение,VIP,6,54319,325914,110181,4.5,0
2023-09-01,Xiaomi 14,Смартфоны,Москва,Маркетплейс,Новый,2,69339,138678,53229,4.2,0
2023-09-01,Dell XPS 15,Ноутбуки,Москва,Сайт,VIP,4,144169,576676,213425,5.0,0
2023-09-01,Samsung Buds2,Наушники,Краснодар,Мобильное приложение,Повторный,3,14543,43629,23353,4.5,0
2023-09-02,Google Pixel 8,Смартфоны,Краснодар,Розничный магазин,Новый,3,74427,223281,84895,4.5,0
2023-09-02,Google Pixel 8,Смартфоны,Санкт-Петербург,Сайт,Новый,4,76164,304656,115645,4.8,0
2023-09-03,ASUS ZenBook,Ноутбуки,Екатеринбург,Мобильное приложение,Повторный,3,94166,282498,106613,4.5,0
2023-09-03,Samsung Galaxy S24,Смартфоны,Новосибирск,Мобильное приложение,Повторный,11,70387,774257,308595,3.0,0
2023-09-03,iPhone 15 Pro,Смартфоны,Казань,Маркетплейс,Повторный,5,95309,476545,178939,4.1,0
2023-09-04,Xiaomi Pad 6,Планшеты,Екатеринбург,Мобильное приложение,VIP,2,37731,75462,31675,4.8,0
2023-09-04,Bose QC45,Наушники,Новосибирск,Маркетплейс,Повторный,3,25195,75585,37447,4.0,0
2023-09-05,Bose QC45,Наушники,Екатеринбург,Маркетплейс,Новый,12,26523,318276,154250,3.7,0
2023-09-05,AirPods Pro 2,Наушники,Санкт-Петербург,Сайт,Повторный,2,28192,56384,29564,5.0,0
2023-09-05,MacBook Air M3,Ноутбуки,Новосибирск,Мобильное приложение,Новый,2,142926,285852,113415,4.6,0
2023-09-06,Lenovo ThinkPad X1,Ноутбуки,Екатеринбург,Мобильное приложение,VIP,6,136457,818742,299175,4.4,0
2023-09-06,Зарядка 65W,Аксессуары,Москва,Сайт,Новый,4,2678,10712,6633,4.7,0
2023-09-07,Bose QC45,Наушники,Новосибирск,Маркетплейс,Повторный,1,26683,26683,13779,4.2,0
2023-09-07,AirPods Pro 2,Наушники,Москва,Сайт,Новый,1,29498,29498,14901,4.7,0
2023-09-07,iPhone 15 Pro,Смартфоны,Москва,Маркетплейс,VIP,1,113666,113666,38965,4.4,0
2023-09-08,Samsung Galaxy S24,Смартфоны,Краснодар,Мобильное приложение,Повторный,2,87337,174674,66736,2.2,0
2023-09-08,ASUS ZenBook,Ноутбуки,Казань,Сайт,Новый,10,96085,960850,414161,4.3,0
2023-09-09,iPhone 15 Pro,Смартфоны,Москва,Розничный магазин,Новый,3,114497,343491,117843,5.0,0
2023-09-09,Xiaomi Pad 6,Планшеты,Москва,Мобильное приложение,Новый,4,46447,185788,80452,3.8,0
2023-09-09,Xiaomi Pad 6,Планшеты,Казань,Сайт,VIP,4,35451,141804,57422,4.1,0
2023-09-10,Xiaomi 14,Смартфоны,Новосибирск,Маркетплейс,Повторный,2,62527,125054,48148,3.6,0
2023-09-10,Samsung Galaxy S24,Смартфоны,Новосибирск,Мобильное приложение,Повторный,6,74367,446202,159653,4.0,0
2023-09-11,Samsung Buds2,Наушники,Москва,Маркетплейс,Новый,2,14836,29672,14650,4.5,0
2023-09-11,Xiaomi 14,Смартфоны,Казань,Сайт,Повторный,3,67839,203517,66459,4.1,0
2023-09-12,Стекло защитное,Аксессуары,Казань,Сайт,Новый,3,870,2610,1624,5.0,0
2023-09-12,AirPods Pro 2,Наушники,Санкт-Петербург,Сайт,Новый,7,32360,226520,102671,3.3,0
2023-09-12,Мышь беспроводная,Аксессуары,Санкт-Петербург,Мобильное приложение,Повторный,7,3171,22197,13578,4.5,0
2023-09-13,Lenovo ThinkPad X1,Ноутбуки,Новосибирск,Маркетплейс,Повторный,3,131520,394560,164165,4.3,0
2023-09-13,Xiaomi 14,Смартфоны,Москва,Маркетплейс,Повторный,7,82698,578886,226280,4.2,0
2023-09-14,iPad Air 5,Планшеты,Казань,Сайт,Новый,2,63647,127294,52913,5.0,0
2023-09-14,Google Pixel 8,Смартфоны,Казань,Розничный магазин,Новый,4,70498,281992,100798,4.2,0
2023-09-14,Мышь беспроводная,Аксессуары,Екатеринбург,Мобильное приложение,Новый,2,2391,4782,2954,3.7,0
2023-09-15,Xiaomi Pad 6,Планшеты,Москва,Сайт,Новый,4,44886,179544,83005,4.3,0
2023-09-15,iPhone 15 Pro,Смартфоны,Санкт-Петербург,Сайт,VIP,1,106624,106624,36779,4.1,0
2023-09-16,Samsung Galaxy S24,Смартфоны,Москва,Маркетплейс,Повторный,1,97249,97249,31919,3.5,0
2023-09-16,iPhone 15 Pro,Смартфоны,Екатеринбург,Сайт,Новый,1,99689,99689,34029,3.1,0
2023-09-16,iPhone 15 Pro,Смартфоны,Екатеринбург,Мобильное приложение,VIP,2,91680,183360,66716,4.1,0
2023-09-17,AirPods Pro 2,Наушники,Москва,Маркетплейс,Повторный,1,31167,31167,16951,4.2,0
2023-09-17,Bose QC45,Наушники,Санкт-Петербург,Сайт,VIP,3,31497,94491,45565,4.2,0
2023-09-18,iPhone 15 Pro,Смартфоны,Москва,Мобильное приложение,Повторный,1,110233,110233,38268,4.1,0
2023-09-18,iPhone 15 Pro,Смартфоны,Новосибирск,Маркетплейс,Новый,1,88914,88914,35185,4.3,0
2023-09-18,Dell XPS 15,Ноутбуки,Москва,Сайт,Новый,1,143037,143037,58875,4.2,0
2023-09-19,Мышь беспроводная,Аксессуары,Казань,Маркетплейс,Новый,4,2541,10164,5743,4.6,1
2023-09-19,Xiaomi 14,Смартфоны,Краснодар,Маркетплейс,Повторный,6,63252,379512,148298,4.1,0
2023-09-20,ASUS ZenBook,Ноутбуки,Новосибирск,Розничный магазин,Новый,2,85070,170140,66821,,0
2023-09-20,Dell XPS 15,Ноутбуки,Санкт-Петербург,Мобильное приложение,Новый,2,131395,262790,108397,3.7,0
2023-09-20,AirPods Pro 2,Наушники,Екатеринбург,Мобильное приложение,Повторный,6,24213,145278,71555,4.7,0
2023-09-21,iPad Air 5,Планшеты,Москва,Мобильное приложение,VIP,5,69644,348220,137806,3.6,0
2023-09-21,Google Pixel 8,Смартфоны,Казань,Сайт,Повторный,4,72916,291664,99697,4.4,0
2023-09-22,AirPods Pro 2,Наушники,Москва,Мобильное приложение,Новый,5,29816,149080,68155,4.2,0
2023-09-22,MacBook Air M3,Ноутбуки,Санкт-Петербург,Мобильное приложение,VIP,4,154117,616468,231764,3.6,0
2023-09-22,Dell XPS 15,Ноутбуки,Новосибирск,Маркетплейс,Повторный,1,115671,115671,41656,3.9,0
2023-09-23,Samsung Galaxy S24,Смартфоны,Краснодар,Мобильное приложение,Новый,2,87106,174212,61955,5.0,0
